gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0,950
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,5295
1,0,1,0,20,1,0,1,0,0,0,0,2,2,0,1,3,89.0,1374
1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,42.35,1221
0,0,0,0,18,1,2,0,2,0,2,0,0,0,0,1,3,60.6,294
0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,3,20.3,5764
0,1,1,0,67,1,2,1,2,2,0,0,2,2,1,1,2,105.6,5582
0,0,1,1,17,1,0,0,2,0,0,2,0,0,0,1,1,55.35,6372
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25,3031
1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1100
1,0,0,0,35,1,2,1,0,0,0,0,2,0,0,0,2,83.15,2462
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.8,2108
0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,90.25,5743
1,0,0,0,29,1,2,0,0,2,2,0,0,2,1,0,1,70.9,1570
0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,5041
0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,73.8,3420
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,25.3,2153
0,0,0,0,7,1,0,1,0,0,2,0,0,0,0,1,2,75.15,4396
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,0,20.05,6211
0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,1,76.0,1850
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,2350
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,2158
1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,35.3,2287
0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,4851
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,91.95,5276
1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,4391
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.65,1487
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,3,19.55,439
0,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,20.2,4620
1,0,1,1,42,0,1,0,2,0,2,2,2,0,2,0,1,48.15,1666
0,0,0,0,30,0,1,0,0,0,0,2,0,2,1,1,1,40.35,347
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,4236
1,0,0,0,72,1,2,0,2,2,0,2,2,2,2,0,1,86.05,5100
0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,50.7,924
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,24.7,2042
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,5380
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.25,5716
1,0,0,0,62,1,0,0,0,2,2,2,2,2,0,1,0,80.4,4213
0,0,0,0,15,1,0,1,0,2,2,0,2,2,0,1,2,101.25,842
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,1479
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,0,20.05,697
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.35,4671
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,5219
1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,86.65,4978
0,0,1,0,30,1,2,1,0,2,0,2,2,0,0,1,1,94.1,2432
1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,2,84.5,6174
0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,0,0,41.15,1200
1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,4735
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,108.95,4719
1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05,5436
0,1,1,1,59,1,2,1,0,0,2,0,0,2,0,1,1,88.75,4464
1,0,0,0,15,1,2,1,0,2,0,2,0,2,0,0,2,95.7,836
1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,6127
0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,6385
0,0,0,1,17,1,0,0,0,0,0,0,2,2,0,1,3,64.7,184
1,0,1,1,55,1,0,0,0,0,2,2,0,0,2,1,1,55.25,2709
1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,25.65,3751
0,1,1,0,69,1,0,1,2,2,0,0,0,2,1,0,1,87.3,4950
1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4048
1,1,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,74.45,477
1,0,1,1,70,1,0,0,2,2,2,0,2,2,2,1,1,80.15,4639
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,70
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,20.0,4985
1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,215
1,0,1,1,20,1,2,1,0,2,0,2,2,0,0,0,3,96.8,1380
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,553
0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3140
0,0,0,1,43,1,2,2,1,1,1,1,1,1,2,1,2,25.1,137
1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,4407
0,0,1,1,41,1,2,1,2,2,2,0,0,2,1,1,0,101.6,3363
1,0,0,0,54,1,2,1,0,2,0,0,0,0,0,1,0,79.85,3668
0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,19.45,414
1,0,1,1,31,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1123
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,6273
0,0,0,0,4,1,2,1,0,0,0,0,2,0,0,1,2,85.65,2791
0,0,0,1,21,0,1,0,2,2,2,2,2,0,2,0,3,53.15,342
0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,24.3,6105
0,0,1,1,58,1,0,1,2,2,0,0,2,2,1,0,1,99.25,4813
1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,3417
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,914
0,0,0,1,41,1,0,2,1,1,1,1,1,1,1,1,1,20.25,6250
0,0,1,0,15,1,2,0,0,0,0,0,0,0,0,1,2,51.1,5577
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.3,3739
1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,5324
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443
1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,44.5,6321
0,0,1,0,32,1,0,1,0,2,0,0,0,2,0,0,0,84.15,2236
0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,4694
1,0,1,0,62,1,2,1,2,2,0,0,0,2,1,0,2,96.1,4918
1,1,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,5616
1,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,2,86.05,2672
1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2229
1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,1,104.5,3450
1,0,0,1,33,1,0,2,1,1,1,1,1,1,1,1,3,20.15,5390
1,0,1,0,63,1,2,0,2,2,2,2,0,2,1,0,1,80.0,4272
0,0,1,1,64,1,0,2,1,1,1,1,1,1,1,0,0,19.8,609
1,0,0,0,5,1,2,1,0,2,2,0,0,2,0,0,2,96.55,4237
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20.0,666
1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,6290
0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,5049
1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4,6113
0,0,0,0,38,1,2,0,2,2,2,0,2,2,1,0,0,84.1,2771
0,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,1,108.1,5618
1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,265
0,0,1,0,24,1,2,0,2,2,2,0,0,0,0,0,3,66.3,1003
1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,104.45,1800
0,1,1,1,32,1,2,1,0,0,2,0,2,0,0,1,3,91.35,2499
0,0,0,1,51,0,1,0,2,0,2,2,2,2,1,0,0,60.15,2669
0,0,1,0,40,1,0,2,1,1,1,1,1,1,2,0,3,19.1,5915
0,0,0,0,22,1,2,0,2,0,0,2,0,0,0,1,3,59.05,462
1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,5510
0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,4686
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1487
0,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,0,20.5,5961
0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5156
1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.95,3875
0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2068
0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,62.15,248
1,0,1,0,69,0,1,0,2,0,2,2,2,2,2,0,0,60.25,3466
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,1129
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,3113
1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,1649
1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,20.5,2508
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.6,2586
0,0,0,1,2,1,2,1,0,0,0,0,2,2,0,1,0,94.2,1531
0,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1078
1,0,0,1,6,1,0,1,0,0,2,0,2,2,0,0,3,94.5,4748
0,0,1,1,61,1,2,0,2,2,0,0,0,0,0,0,2,59.8,3145
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,1478
1,0,0,0,19,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1232
1,0,1,1,44,0,1,0,2,2,2,2,0,2,2,1,1,54.05,2013
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,1,111.95,5906
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1023
0,0,1,1,58,1,0,0,0,0,0,0,0,0,1,1,3,44.1,2056
0,0,1,0,53,1,2,0,2,2,2,0,0,2,1,0,0,74.1,3280
1,0,1,0,59,0,1,0,0,0,0,0,2,2,0,1,2,44.3,2320
1,0,0,0,69,1,0,1,0,2,2,2,2,2,1,1,0,104.05,5649
1,0,0,0,26,1,0,0,0,0,0,2,0,0,0,0,0,49.15,433
1,0,1,1,23,1,0,0,2,0,0,2,0,0,1,0,1,57.2,779
0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2105
0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.55,4230
0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,2650
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,3,20.8,388
1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,0,101.55,2576
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85,6063
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3013
1,1,1,0,51,1,2,1,2,0,2,0,2,0,0,1,0,93.8,4025
0,0,1,0,64,1,2,1,0,2,2,2,2,2,0,1,2,111.15,5478
0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,0,3,25.6,4092
1,0,1,1,60,1,0,0,2,2,0,2,2,2,0,1,1,79.05,3943
1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,114.35,5853
0,0,1,1,3,1,0,1,0,0,0,0,2,0,0,1,2,80.7,2026
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,5236
0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,815
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,77.15,5865
0,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.65,768
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,4148
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.55,5667
0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1122
1,0,1,0,69,1,2,1,0,2,0,2,2,0,2,1,3,92.45,5191
1,1,1,0,30,1,0,1,0,2,2,0,0,0,0,1,3,79.65,2001
0,1,1,0,40,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1109
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1491
1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4010
1,0,1,1,22,1,2,0,0,0,2,2,2,2,1,1,3,78.65,1148
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,34
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.0,3416
0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,3788
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,18.9,3003
1,0,1,0,48,1,0,2,1,1,1,1,1,1,2,0,3,19.25,6227
1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,100.9,5339
1,0,1,0,70,1,2,1,2,2,2,0,2,0,2,1,1,99.35,5473
0,0,1,0,64,1,0,1,2,0,2,0,2,2,2,1,0,99.0,5140
0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,2787
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,90.95,5194
0,0,1,1,23,1,2,0,0,2,0,2,2,0,0,1,1,69.5,1132
0,1,0,0,15,1,2,1,0,2,0,0,2,0,0,0,1,89.0,524
1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,0,101.35,1952
1,0,0,1,41,1,0,0,2,2,2,0,2,0,1,0,3,70.2,2497
0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,4674
0,0,1,1,70,1,2,1,0,2,2,0,2,2,1,1,2,106.5,5712
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,86.85,5073
1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,0,85.45,4933
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,3742
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,4558
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,4913
0,0,0,0,40,1,2,1,0,2,2,0,2,0,0,1,0,93.4,3226
0,0,0,0,3,0,1,0,0,2,0,0,2,2,0,1,2,50.6,986
0,0,0,0,67,1,2,2,1,1,1,1,1,1,2,1,3,26.1,1283
0,0,0,0,18,1,0,1,2,0,0,0,0,0,0,1,2,75.4,689
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3470
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,1731
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,116.1,6142
0,0,1,0,25,0,1,0,0,0,0,0,2,0,0,1,0,34.0,6220
0,1,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,90.95,2501
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.2,6361
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.35,535
0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3312
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,864
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,4399
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,78.75,3512
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1748
0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,2,92.85,4899
1,0,1,1,47,1,2,0,2,2,2,2,2,2,2,1,3,90.5,3674
1,0,1,0,63,1,2,0,0,2,0,2,0,2,2,0,3,67.25,3612
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,4422
0,1,1,1,47,1,0,1,0,0,0,0,0,0,0,0,0,70.55,2872
0,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,2,24.45,887
1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,6171
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,114.9,6205
0,0,0,0,13,1,0,0,2,0,0,2,0,0,1,0,3,55.15,5737
1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,5555
0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,20.65,6460
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,1443
0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,277
0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,3647
0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,1,0,73.85,3103
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.25,2152
0,0,1,0,27,1,0,1,0,2,0,0,0,0,0,1,2,76.1,1722
1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.35,474
1,0,1,1,23,1,0,1,0,2,2,2,0,0,1,0,3,86.8,1544
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5890
0,1,1,0,35,1,2,1,0,0,2,0,2,2,0,0,0,102.05,2988
1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,4848
1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2104
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,6054
0,0,1,0,67,1,2,1,0,2,2,2,2,2,1,1,1,109.7,5691
0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,20.05,5310
0,0,0,0,47,1,0,0,2,2,0,2,0,0,1,1,3,58.9,2439
1,1,1,0,13,1,0,1,0,2,2,0,2,2,0,1,2,98.0,435
1,0,1,1,18,1,0,0,2,0,2,2,2,2,0,0,2,83.25,1072
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,112.1,5998
0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,91
1,1,0,0,7,0,1,0,0,2,0,2,0,2,0,1,2,44.4,2298
0,0,0,0,59,1,2,1,2,2,2,0,0,2,0,1,0,99.45,4657
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,2800
0,0,1,0,67,1,2,2,1,1,1,1,1,1,2,1,1,25.25,1242
0,0,0,0,51,1,0,1,0,0,0,0,2,2,1,0,1,87.55,3797
0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,4550
0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1581
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,5512
1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,1,19.3,4101
1,0,1,1,38,1,2,1,0,2,2,0,2,0,0,1,2,94.65,3131
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.9,3093
1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.05,1947
1,1,1,0,58,1,2,1,0,2,0,0,2,2,0,1,2,98.9,4769
1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,50.2,174
1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,3356
0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,5647
0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,109.8,4103
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,3,19.7,2965
1,0,0,0,12,0,1,0,2,2,0,2,2,0,0,1,0,50.95,4947
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,4730
0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,5900
0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,5018
1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,1,0,70.45,2246
1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,3886
0,0,1,0,54,1,0,2,1,1,1,1,1,1,2,0,1,20.05,200
1,0,1,0,15,1,0,1,0,0,0,0,0,0,0,1,0,68.6,207
0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1315
0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,364
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,5444
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,2044
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,2,19.95,6338
1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,5343
1,0,1,1,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,3626
1,0,0,0,53,0,1,0,0,0,2,2,2,2,1,0,1,54.9,2645
1,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,19.45,655
0,0,1,0,42,1,2,0,0,0,0,0,0,0,0,1,2,50.25,1835
1,0,0,1,17,1,0,0,2,0,0,0,0,0,0,1,3,50.3,6195
0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,81.5,1087
0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,5672
0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,4662
1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,1,2,50.35,4227
0,0,0,0,15,1,0,1,2,0,0,0,2,0,0,0,2,86.2,497
0,1,1,0,67,1,2,1,2,0,2,0,2,2,1,1,1,107.05,5600
0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,107
1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,4825
1,0,0,0,22,1,0,0,2,0,0,2,0,0,0,0,3,55.1,461
1,1,1,0,19,0,1,0,0,2,2,0,0,0,0,1,1,34.3,4763
0,0,1,1,44,1,0,2,1,1,1,1,1,1,0,0,3,19.6,5918
1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,3332
0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,451
1,0,1,0,30,1,0,2,1,1,1,1,1,1,2,0,3,19.05,5137
1,0,0,0,26,0,1,0,0,0,2,2,0,0,0,0,2,35.75,44
0,0,1,0,58,1,2,1,2,2,2,0,2,2,2,1,0,109.45,5014
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,2504
0,0,0,0,9,1,0,0,0,2,0,2,2,0,0,0,3,66.25,5045
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,3570
1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,0,30.75,881
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,44.75,878
0,0,0,0,11,1,0,0,0,2,0,0,0,0,0,0,2,51.1,4441
1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2209
1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,289
1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,25.6,1319
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610
0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,56.1,71
0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.55,5052
1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,98.7,5414
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,50.15,4226
0,0,0,0,39,0,1,0,0,2,2,2,0,0,0,0,0,41.1,1052
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,70.7,731
0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,1735
1,0,0,0,7,1,0,0,0,0,2,2,2,0,0,0,0,64.3,3778
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825
0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,4894
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,42.9,3590
0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,91.55,3168
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1175
1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,1779
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,5848
0,1,1,0,61,1,2,1,2,2,2,2,0,0,0,1,1,94.2,4837
0,1,0,0,44,1,0,0,0,0,2,2,2,2,1,0,0,74.85,2844
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,725
0,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,2,74.15,629
1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75,6270
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,107.35,5546
1,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,20.55,561
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,1,85.9,3211
0,0,0,0,54,1,2,1,0,2,2,0,2,0,1,1,0,94.75,4312
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,4984
1,0,1,0,69,1,0,0,2,2,0,0,0,0,1,1,1,53.65,3262
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,4561
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.9,4498
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,224
1,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.95,76
1,0,0,0,11,0,1,0,0,0,2,0,2,0,1,1,2,41.6,3983
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,316
1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3358
1,0,0,0,62,1,0,0,2,2,0,0,2,2,1,1,1,74.3,3977
0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,123
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,2162
0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,59.8,255
1,0,0,0,44,1,0,1,2,2,2,0,2,2,1,1,2,106.05,3838
0,1,1,1,11,1,2,1,0,0,2,0,0,0,0,1,1,78.1,6249
1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,4727
0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4031
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.8,4781
0,1,0,0,5,1,0,1,2,2,0,0,0,0,0,0,2,80.7,3219
